O7_O6_ratio,C6_C4_ratio,C6_C5_ratio,Fe_O_ratio,O_ave_charge,velocity,density,Label
0.04129148814606805,0.0059390757153290705,0.020509218739545875,0.009427946757653002,0.0625281048184978,0.4700481521860673,0.0974331513810967,1.0
0.023190859978559953,0.031499207933234255,0.04041370231926533,0.007763229856224662,0.1015588992891514,0.393015137537739,0.00866514285057736,1.0
0.12334752706686297,0.1496283312825052,0.3929973869796556,0.011444078385985323,0.22553689314618097,0.1742721262439897,0.045688746045990124,1.0
0.0012294986003324772,0.000146660851964056,0.0045612481670586815,0.02025388458308404,0.05291527567673038,0.6420017751313876,0.030229226913431342,1.0
0.08139781098422416,0.014434862993475052,0.034832260781552146,0.019879524413791407,0.18538106489367534,0.5761559320138654,0.027686904147234886,1.0
0.03863848836811122,0.01667844286903326,0.03055138278542729,0.014504197774765994,0.11076858898952713,0.2282528933243877,0.2290597417643557,1.0
0.12048712787010354,0.03530877301164582,0.034032105281489575,0.012103195676874224,0.19519181924102114,0.17583934362070885,0.08508468544128228,1.0
0.02766062706772054,0.02661695643549294,0.02488431645517297,0.014896268148470986,0.11870550187215922,0.488956096947333,0.009170157067558523,1.0
0.06179476695415641,0.031056558980236237,0.04444803718858942,0.014596328007070246,0.16589384256367534,0.35476944258078935,0.011620240844454387,1.0
0.08746220134186067,0.02741355045561364,0.04506113041950065,0.008304574204804023,0.1732117485710698,0.172105627306273,0.1804128758049825,1.0
0.0488492011733217,0.032790079346968794,0.06516024079486689,0.013125509054296792,0.1284313109825499,0.2616431846136643,0.024980172858338687,1.0
0.020027600190523073,0.004548863212395135,0.008934654762690763,0.021263004497067767,0.0730512216975363,0.6220961925528343,0.015960735104375793,1.0
0.1384956758901208,0.13756120019600243,0.09394354647935324,0.010959219019444673,0.2612209013502649,0.23946627250363406,0.16360571283560366,1.0
0.1145914532621837,0.06822182010060789,0.07625863467191893,0.022511992893112176,0.24980291583637104,0.264845759253047,0.018137005946387137,1.0
0.08294594443611036,0.054907139569705034,0.05559625191892541,0.012855749935378417,0.19289549437006492,0.144460052555071,0.25792525489984475,1.0
0.09298930084296644,0.1494276927850402,0.11546986057661514,0.014227984627920897,0.1950505241934124,0.10520448954489547,0.08282644036033827,1.0
0.018118070163910448,0.004008412723917002,0.007685234751907195,0.011490683619399348,0.0790467294121342,0.4736123923739236,0.012669660617363665,1.0
0.06041284457479597,0.028063084430151538,0.052319707238210764,0.015177353136424935,0.1617281617850721,0.16445648831488313,0.05626546431725642,1.0
0.12228679338427512,0.019927568942372628,0.034373613681975654,0.03186925481167985,0.2454936972316264,0.25538479816616344,0.09863789379122599,1.0
0.14025652758454407,0.061541600544004926,0.07214148631901648,0.01490097073624431,0.2543554759119977,0.3203675360617242,0.11758771557690156,1.0
